Global ID,Barcode,Name,Status,Unit,Number of units,Units per pack,Categories,Price,No discount price,Price with markup,Price with commission,Price base,Markup,Commission,Location in store,Location priority,Preparation time,Tax code,Freetext notes,Item taxes,Filters,Description,Allergen Information,Nutritional Data,Ingredients,Dietary Information,Station,Modifiers,Private,Tags,Song,Virtual,Skip importer
SBMOD0001sbuxmods_inventory0009,000109841&000109841,2% Milk,Archived,,,,,0.7,,0.7,0.7,0.7,0,0,Milk/Creamer,-1.0,,General,True,,[],,,,,Please visit the Starbucks website for nutritional information.,Starbucks - MU,[],no,,no,no,no
SBMOD0001sbuxmods_inventory0009,000109841&000109841,2% Milk,Available,,,,Milk/Creamer,0.0,,0.0,0.0,0.0,0,0,Milk/Creamer,-1.0,,General,,,[],,,,,,Starbucks - MU,[],no,,no,no,no
SB0437,,8-Grain Roll,Archived,,,,Bakery,2.25,,2.25,2.25,2.25,0,0,Bakery,-1.0,,General,True,,[],A wholesome multigrain roll with raisins a hearty sweetness of yum.,,,,,Starbucks - MU,"[{""_id"":""6077e8b95a8437000895a34e"",""title"":""Warmed"",""description"":"""",""type"":50,""image"":""https://starship-vending.s3.eu-west-1.amazonaws.com/modifier-606f3b446ea3c917d387309c-1618471091966.png"",""sort_order"":0,""disabled"":false,""values"":[{""_id"":""6077e8b95a8437000895a34f"",""title"":""No"",""price"":0,""sort_order"":0,""price_increase_type"":null,""max_qty"":null,""disabled"":false},{""_id"":""6077e8b95a8437000895a350"",""title"":""Yes"",""price"":0,""sort_order"":1,""price_increase_type"":null,""max_qty"":null,""disabled"":false}],""max_selected_values"":1,""max_qty_sum"":null,""default_value"":{""_id"":""6077e8b95a8437000895a34f""},""preselect_default_value"":false}]",no,Core,no,no,no
SB0001,11112726,Almond Croissant,Out of stock,,,,Bakery,3.25,,3.25,3.25,3.25,0,0,Bakery,-1.0,6.0,General,True,,[],"Our rich, almond flan enveloped in a flaky, buttery croissant, then topped with sliced almonds creates the perfect combination of sweet and savory.",,,,Please visit the Starbucks website for nutritional information.,Starbucks - MU,"[{""_id"":""60afec1aa860e40008e383f7"",""title"":""Warmed"",""description"":"""",""type"":50,""image"":""https://starship-vending.s3.eu-west-1.amazonaws.com/modifier-60afe98cf4c4b8bf434602e0-1622141973878.png"",""sort_order"":0,""disabled"":false,""values"":[{""_id"":""60afec1aa860e40008e383f8"",""title"":""No"",""price"":0,""sort_order"":0,""price_increase_type"":null,""max_qty"":null,""disabled"":false},{""_id"":""60afec1aa860e40008e383f9"",""title"":""Yes"",""price"":0,""sort_order"":1,""price_increase_type"":null,""max_qty"":null,""disabled"":false}],""max_selected_values"":1,""max_qty_sum"":null,""default_value"":{""_id"":""60afec1aa860e40008e383f8""},""preselect_default_value"":false}]",no,Core,no,no,no
SBMOD0006,011068713&011068713,Almond Milk,Archived,,,,,0.7,,0.7,0.7,0.7,0,0,Milk/Creamer,-1.0,,General,True,,[],,,,,Please visit the Starbucks website for nutritional information.,Starbucks - MU,[],no,,no,no,no
sbuxmods_inventory0012,,Almondmilk,Available,,,,Milk/Creamer,0.7,,0.7,0.7,0.7,0,0,Milk/Creamer,-1.0,,General,,,[],,,,,,Starbucks - MU,[],no,,no,no,no
SB0422,011113740&011113741&011113742&011113743&011119004&011119005&011119006&011119007&011113740&011113741&011113742&011113743&011119004&011119005&011119006&011119007,Almondmilk Honey Flat White,Out of stock,,,,Espresso Drinks,4.95,,4.95,4.95,4.95,0,0,Espresso Drinks,-1.0,,General,True,,[],"This flat white intentionally pairs almondmilk and signature espresso with a hint of honey, making a perfect amount of creamy, nutty sweetness.",,,,,Starbucks - MU,"[{""_id"":""5c95f87b086294000a615264"",""title"":""Size"",""description"":"""",""type"":20,""image"":""https://starship-vending.s3.eu-west-1.amazonaws.com/modifier-add-1553328912981.png"",""sort_order"":0,""disabled"":false,""values"":[{""_id"":""5c95f87b086294000a615267"",""linked_item_id"":""61073ce2f4c4b8bf436b48ed"",""title"":""Tall"",""price"":0,""sort_order"":0,""disabled"":false,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null},{""_id"":""5c95f87b086294000a615268"",""linked_item_id"":""61073ce2f4c4b8bf436b4917"",""title"":""Grande"",""price"":50,""sort_order"":1,""disabled"":false,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null},{""_id"":""5e27d3decf2ad2000bf7b490"",""linked_item_id"":""61073ce2f4c4b8bf436b493b"",""title"":""Venti"",""price"":100,""sort_order"":2,""disabled"":false,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null}],""price_increase_applicable"":false,""max_selected_values"":1,""max_qty_sum"":null,""default_value"":{""_id"":""5c95f87b086294000a615266""},""preselect_default_value"":true},{""_id"":""606bcfa866afdb0009af0a77"",""title"":""Creamer"",""description"":"""",""type"":30,""image"":""https://starship-vending.s3.eu-west-1.amazonaws.com/modifier-add-1617674103898.png"",""sort_order"":1,""disabled"":false,""values"":[{""_id"":""6121549163d416000a0314b9"",""linked_item_id"":""61073ce2f4c4b8bf436b4a48"",""title"":""2% Milk"",""price"":0,""sort_order"":0,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314ba"",""linked_item_id"":""61073ce2f4c4b8bf436b4a7b"",""title"":""Whole Milk"",""price"":0,""sort_order"":1,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314bb"",""linked_item_id"":""61073ce2f4c4b8bf436b4aa4"",""title"":""Nonfat Milk"",""price"":0,""sort_order"":2,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314bc"",""linked_item_id"":""61073ce2f4c4b8bf436b4ad2"",""title"":""Almondmilk"",""price"":70,""sort_order"":3,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314bd"",""linked_item_id"":""61073ce2f4c4b8bf436b4afd"",""title"":""Coconutmilk"",""price"":70,""sort_order"":4,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314be"",""linked_item_id"":""61073ce2f4c4b8bf436b4b34"",""title"":""Half & Half"",""price"":0,""sort_order"":5,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314bf"",""linked_item_id"":""61073ce2f4c4b8bf436b4b67"",""title"":""Heavy Cream"",""price"":70,""sort_order"":6,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314c0"",""linked_item_id"":""61073ce2f4c4b8bf436b4b99"",""title"":""Soymilk"",""price"":70,""sort_order"":7,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314c1"",""linked_item_id"":""61073ce3f4c4b8bf436b4bc2"",""title"":""Oatmilk"",""price"":70,""sort_order"":8,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314c2"",""linked_item_id"":""61073ce3f4c4b8bf436b4bfc"",""title"":""Sweet Cream"",""price"":70,""sort_order"":9,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true}],""price_increase_applicable"":false,""max_selected_values"":1,""max_qty_sum"":null,""default_value"":{""_id"":""606bcfa866afdb0009af0a78""},""preselect_default_value"":false},{""_id"":""606bcfa866afdb0009af0a94"",""title"":""Toppings"",""description"":"""",""type"":30,""image"":""https://starship-vending.s3.eu-west-1.amazonaws.com/modifier-add-1617674338248.png"",""sort_order"":2,""disabled"":false,""values"":[{""_id"":""6121549163d416000a0314c4"",""linked_item_id"":""61073ce3f4c4b8bf436b50d6"",""title"":""Whipped Cream"",""price"":0,""sort_order"":0,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314c5"",""linked_item_id"":""61073ce3f4c4b8bf436b511a"",""title"":""Cascara Topping"",""price"":50,""sort_order"":1,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314c6"",""linked_item_id"":""61073ce3f4c4b8bf436b514f"",""title"":""Cinnamon Dolce Sprinkles"",""price"":50,""sort_order"":2,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314c7"",""linked_item_id"":""61073ce3f4c4b8bf436b5183"",""title"":""Frappucino Chips"",""price"":50,""sort_order"":3,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314c8"",""linked_item_id"":""61073ce3f4c4b8bf436b51b9"",""title"":""Cookie Crumble Topping"",""price"":50,""sort_order"":4,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314c9"",""linked_item_id"":""61073ce3f4c4b8bf436b51f7"",""title"":""Caramel Crunch Topping"",""price"":50,""sort_order"":5,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false}],""price_increase_applicable"":false,""max_selected_values"":6,""max_qty_sum"":null,""default_value"":{""_id"":""606bcfa866afdb0009af0a95""},""preselect_default_value"":false},{""_id"":""606bcfa866afdb0009af0a91"",""title"":""Drizzle"",""description"":"""",""type"":30,""image"":""https://starship-vending.s3.eu-west-1.amazonaws.com/modifier-add-1617674301852.png"",""sort_order"":3,""disabled"":false,""values"":[{""_id"":""6121549163d416000a0314cb"",""linked_item_id"":""61073ce3f4c4b8bf436b5033"",""title"":""Caramel Drizzle"",""price"":60,""sort_order"":0,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314cc"",""linked_item_id"":""61073ce3f4c4b8bf436b506f"",""title"":""Mocha Drizzle"",""price"":60,""sort_order"":1,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false}],""price_increase_applicable"":false,""max_selected_values"":2,""max_qty_sum"":null,""default_value"":{""_id"":""606bcfa866afdb0009af0a92""},""preselect_default_value"":false},{""_id"":""606bcfa866afdb0009af0a82"",""title"":""Powders Add-in"",""description"":"""",""type"":30,""image"":""https://starship-vending.s3.eu-west-1.amazonaws.com/modifier-add-1617674135732.png"",""sort_order"":4,""disabled"":false,""values"":[{""_id"":""6121549163d416000a0314ce"",""linked_item_id"":""61073ce3f4c4b8bf436b4c29"",""title"":""Vanilla Bean Powder"",""price"":70,""sort_order"":0,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314cf"",""linked_item_id"":""61073ce3f4c4b8bf436b4c54"",""title"":""Cinnamon Powder"",""price"":0,""sort_order"":1,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314d0"",""linked_item_id"":""61073ce3f4c4b8bf436b4c85"",""title"":""Chocolate Powder"",""price"":0,""sort_order"":2,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314d1"",""linked_item_id"":""61073ce3f4c4b8bf436b4cae"",""title"":""Nutmeg Powder"",""price"":0,""sort_order"":3,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true}],""price_increase_applicable"":false,""max_selected_values"":4,""max_qty_sum"":null,""default_value"":{""_id"":""606bcfa866afdb0009af0a83""},""preselect_default_value"":false},{""_id"":""606bcfa866afdb0009af0a9e"",""title"":""Syrups"",""description"":"""",""type"":30,""image"":""https://starship-vending.s3.eu-west-1.amazonaws.com/modifier-add-1617675011752.png"",""sort_order"":5,""disabled"":false,""values"":[{""_id"":""6121549163d416000a0314d3"",""linked_item_id"":""61073ce3f4c4b8bf436b4dce"",""title"":""Liquid Cane Sugar"",""price"":0,""sort_order"":0,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314d4"",""linked_item_id"":""61073ce3f4c4b8bf436b537c"",""title"":""Caramel Syrup"",""price"":50,""sort_order"":1,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314d5"",""linked_item_id"":""61073ce3f4c4b8bf436b53aa"",""title"":""Cinnamon Dolce Syrup"",""price"":50,""sort_order"":2,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314d6"",""linked_item_id"":""61073ce3f4c4b8bf436b53d0"",""title"":""Classic Syrup"",""price"":50,""sort_order"":3,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314d7"",""linked_item_id"":""61073ce3f4c4b8bf436b5413"",""title"":""Hazelnut Syrup"",""price"":50,""sort_order"":4,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314d8"",""linked_item_id"":""61073ce3f4c4b8bf436b544a"",""title"":""Peppermint Syrup"",""price"":50,""sort_order"":5,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314d9"",""linked_item_id"":""61073ce3f4c4b8bf436b5497"",""title"":""Raspberry Syrup"",""price"":50,""sort_order"":6,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314da"",""linked_item_id"":""61073ce3f4c4b8bf436b54c3"",""title"":""Sugar Free Cinnamon Dolce Syrup"",""price"":50,""sort_order"":7,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314db"",""linked_item_id"":""61073ce3f4c4b8bf436b54e0"",""title"":""Sugar Free Vanilla Syrup"",""price"":50,""sort_order"":8,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314dc"",""linked_item_id"":""61073ce3f4c4b8bf436b5532"",""title"":""Toffee Nut Syrup"",""price"":50,""sort_order"":9,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314dd"",""linked_item_id"":""61073ce3f4c4b8bf436b5563"",""title"":""Vanilla Syrup"",""price"":50,""sort_order"":10,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314de"",""linked_item_id"":""61073ce3f4c4b8bf436b5597"",""title"":""Chai Syrup"",""price"":50,""sort_order"":11,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314df"",""linked_item_id"":""61073ce3f4c4b8bf436b55ce"",""title"":""Pineapple Ginger Syrup"",""price"":50,""sort_order"":12,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314e0"",""linked_item_id"":""61073ce3f4c4b8bf436b5604"",""title"":""Honey Blend Syrup"",""price"":50,""sort_order"":13,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314e1"",""linked_item_id"":""61073ce3f4c4b8bf436b59c1"",""title"":""Brown Sugar Syrup"",""price"":50,""sort_order"":14,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false}],""price_increase_applicable"":false,""max_selected_values"":15,""max_qty_sum"":null,""default_value"":{""_id"":""606bcfa866afdb0009af0a9f""},""preselect_default_value"":false},{""_id"":""606bcfa866afdb0009af0a87"",""title"":""Sweeteners"",""description"":"""",""type"":30,""image"":""https://starship-vending.s3.eu-west-1.amazonaws.com/modifier-add-1617674176595.png"",""sort_order"":6,""disabled"":false,""values"":[{""_id"":""6121549163d416000a0314e3"",""linked_item_id"":""61073ce3f4c4b8bf436b4d9a"",""title"":""Sugar"",""price"":0,""sort_order"":0,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314e4"",""linked_item_id"":""61073ce3f4c4b8bf436b4d15"",""title"":""Sugar in the Raw"",""price"":0,""sort_order"":1,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314e5"",""linked_item_id"":""61073ce3f4c4b8bf436b4d45"",""title"":""Saccharin (pink)"",""price"":0,""sort_order"":2,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314e6"",""linked_item_id"":""61073ce3f4c4b8bf436b4d6b"",""title"":""Splenda"",""price"":0,""sort_order"":3,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":true},{""_id"":""6121549163d416000a0314e7"",""linked_item_id"":""61073ce3f4c4b8bf436b4cdd"",""title"":""Honey Packet"",""price"":0,""sort_order"":4,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false}],""price_increase_applicable"":false,""max_selected_values"":5,""max_qty_sum"":null,""default_value"":{""_id"":""606bcfa866afdb0009af0a88""},""preselect_default_value"":false},{""_id"":""606bcfa866afdb0009af0a8d"",""title"":""Espresso "",""description"":"""",""type"":30,""image"":""https://starship-vending.s3.eu-west-1.amazonaws.com/modifier-add-1617674269032.png"",""sort_order"":7,""disabled"":false,""values"":[{""_id"":""6121549163d416000a0314e9"",""linked_item_id"":""61073ce3f4c4b8bf436b4f26"",""title"":""Single"",""price"":90,""sort_order"":0,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314ea"",""linked_item_id"":""61073ce3f4c4b8bf436b4f51"",""title"":""Double"",""price"":180,""sort_order"":1,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false},{""_id"":""6121549163d416000a0314eb"",""linked_item_id"":""61073ce3f4c4b8bf436b4f84"",""title"":""Triple"",""price"":270,""sort_order"":2,""price_increase_type"":null,""price_increase_amount"":null,""default_qty"":1,""max_qty"":null,""disabled"":false}],""price_increase_applicable"":false,""max_selected_values"":1,""max_qty_sum"":null,""default_value"":{""_id"":""606bcfa866afdb0009af0a8e""},""preselect_default_value"":false}]",no,Core,no,no,no
SBMOD0073,,Apple Blend,Archived,,,,,0.6,,0.6,0.6,0.6,0,0,Juices,-1.0,,General,True,,[],,,,,Please visit the Starbucks website for nutritional information.,Starbucks - MU,[],no,,no,no,no
