Global ID,Barcode,Name,Status,Unit,Number of units,Units per pack,Categories,Price,No discount price,Price with markup,Price with commission,Price base,Markup,Commission,Location in store,Location priority,Preparation time,Tax code,Freetext notes,Item taxes,Filters,Description,Allergen Information,Ingredients,Nutritional Data,Dietary Information,Station,Modifiers,Private,Tags,Song,Virtual,Skip importer
8.71716E+12,8.71716E+12,7th GEN Free & Clear Nõudepesumasina Tabletid 24x,Available,,,,Majapidamiskaubad,6.58,,6.58,6.58,5.72,0,15,Majapidamiskaubad,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.71716E+12,8.71716E+12,7th GEN Free&Clear Universaalne Puhastussprei 503g,Available,,,,Majapidamiskaubad,3.25,,3.25,3.25,2.83,,15,Majapidamiskaubad,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.71716E+12,8.71716E+12,7th GEN Lavender & Mint Nõudepesuvahend 516g,Available,,,,Majapidamiskaubad,2.33,,2.33,2.33,2.03,,15,Majapidamiskaubad,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.71716E+12,8.71716E+12,7th GEN Pesugeel Fresh Orange & Blossom 1l,Available,,,,Majapidamiskaubad,6.5,,6.5,6.5,5.65,,15,Majapidamiskaubad,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Alexander 0.568l,Archived,,,,X Õlu,1.42,,1.42,1.42,1.23,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Alexander 0.568l (6-pack),Archived,,,,X Õlu,8.25,,8.25,8.25,8.25,,,,,,General,,,,,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Alexander Dunkel 0.568l,Archived,,,,X Õlu,1.58,,1.58,1.58,1.37,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Alexander Unfiltered 0.568l,Archived,,,,X Õlu,1.58,,1.58,1.58,1.37,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Alexander Weizen 0.568l,Archived,,,,X Õlu,1.58,,1.58,1.58,1.37,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ EXTRA Ginger 0.33l,Archived,,,,X Õlu,1.17,,1.17,1.17,1.02,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ EXTRA Lime 0.33l,Archived,,,,X Õlu,1.17,,1.17,1.17,1.02,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Fassbrause Lemon 0.5l (Alkoholivaba),Available,,,,#NAME?,1,,1,1,0.87,,15,"Alkoholivabad õlled, -siidrid",-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Fassbrause Peach 0.5l (Alkoholivaba),Available,,,,#NAME?,1,,1,1,0.87,,15,"Alkoholivabad õlled, -siidrid",-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Fassbrause Raspberry 0.5l (Alkoholivaba),Available,,,,#NAME?,1,,1,1,0.87,,15,"Alkoholivabad õlled, -siidrid",-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ IPA 0.5l,Archived,,,,X Õlu,1.66,,1.66,1.66,1.44,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ KRIEK 0.5l,Archived,,,,X Õlu,1.66,,1.66,1.66,1.44,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Kelluke 0.5l,Available,,,,Karastusjoogid,0.79,,0.79,0.79,0.69,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Kelluke 1.5l,Available,,,,Karastusjoogid,1.25,,1.25,1.25,1.09,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Kelluke Ploomi 0.5l,Available,,,,Karastusjoogid,0.79,,0.79,0.79,0.69,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Klassikaline Kali 0.5l,Available,,,,Karastusjoogid,0.77,,0.77,0.77,0.67,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Limonaad 0.5l,Available,,,,Karastusjoogid,0.79,,0.79,0.79,0.69,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Limonaad 1.5l,Available,,,,Karastusjoogid,1.25,,1.25,1.25,1.09,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Limonaad Multivitamiini 1.5l,Available,,,,Karastusjoogid,1.25,,1.25,1.25,1.09,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Pilsner 0.5l (Pudel),Archived,,,,X Õlu,1.21,,1.21,1.21,1.05,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Pilsner 0.5l (Purk),Archived,,,,X Õlu,1.33,,1.33,1.33,1.16,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Premium 0.5l,Archived,,,,X Õlu,1.33,,1.33,1.33,1.16,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Premium 0.5l (6-pack),Archived,,,,X Õlu,8.25,,8.25,8.25,8.25,,,,,,General,,,,,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Premium 0.5l (Alkoholivaba),Available,,,,#NAME?,1,,1,1,0.87,,15,"Alkoholivabad õlled, -siidrid",-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Premium 0.5l (Pudel),Archived,,,,X Õlu,1.42,,1.42,1.42,1.23,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Premium Nisuõlu 0.5l (Alkoholivaba),Available,,,,#NAME?,1.04,,1.04,1.04,0.9,,15,"Alkoholivabad õlled, -siidrid",-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Premium Select 0.355l,Archived,,,,X Õlu,1.08,,1.08,1.08,0.94,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Saaremaa Tuulik 0.5l,Archived,,,,X Õlu,1.42,,1.42,1.42,1.23,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Special 0.568l,Archived,,,,X Õlu,1.5,,1.5,1.5,1.3,,15,X Õlu,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Special 0.568l (6-pack),Archived,,,,X Õlu,8.25,,8.25,8.25,8.25,,,,,,General,,,,,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,A. LE COQ Õlu Premium 24-kohver 0.33l,Archived,,,,X Õlu,22.5,,22.5,22.5,22.5,,,,,,General,,,,,,,,,,[],no,,no,no,no
7.31204E+12,7.31204E+12,ABSOLUT Vodka 0.5l,Archived,,,,XX Viin,11.58,,11.58,11.58,10.07,,15,XX Viin,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.01535E+12,8.01535E+12,ACETUM Orgaaniline Glasuur 150ml,Available,,,,Õlid & kastmed,3.54,,3.54,3.54,3.08,,15,Õlid & kastmed,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.01535E+12,8.01535E+12,ACETUM Palsamiveiniäädikas Modena IGP 250ml,Available,,,,Õlid & kastmed,2.88,,2.88,2.88,2.5,,15,Õlid & kastmed,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.01535E+12,8.01535E+12,ACETUM Palsamiäädika Glasuur Klassikaline 150ml,Available,,,,Õlid & kastmed,2.88,,2.88,2.88,2.5,,15,Õlid & kastmed,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.01535E+12,8.01535E+12,ACETUM Palsamiäädika Glasuur Viigimarjaga 150ml,Available,,,,Õlid & kastmed,3,,3,3,2.61,,15,Õlid & kastmed,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.01535E+12,8.01535E+12,ACETUM Sherry Veiniäädikas DOP (7%) 250ml,Available,,,,Õlid & kastmed,3.88,,3.88,3.88,3.37,,15,Õlid & kastmed,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.01535E+12,8.01535E+12,ACETUM Valge Palsamiäädikas 250ml,Available,,,,Õlid & kastmed,2.79,,2.79,2.79,2.43,,15,Õlid & kastmed,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.01535E+12,8.01535E+12,ACETUM Šampanja Veiniäädikas (7%) 250ml,Available,,,,Õlid & kastmed,4.08,,4.08,4.08,3.55,,15,Õlid & kastmed,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.00082E+12,8.00082E+12,ACQUA PANNA 0.5l,Available,,,,Vesi,1.13,,1.13,1.13,0.98,,15,Vesi,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.00082E+12,8.00082E+12,ACQUA PANNA 1l,Available,,,,Vesi,1.54,,1.54,1.54,1.34,,15,Vesi,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.00227E+12,8.00227E+12,ACQUA PANNA 75cl (Klaaspudel),Available,,,,Vesi,1.58,,1.58,1.58,1.37,,15,Vesi,-1,,General,,,[],,,,,,,[],no,,no,no,no
84193780,84193780,AHA ZOO Šokolaadimuna 20g,Available,,,,Väikesed maiustused,0.75,,0.75,0.75,0.75,,,Väikesed maiustused,-1,,General,,,,,,,,,,[],no,,no,no,no
84193780,84193780,AHA ZOO Šokolaadimuna 20g,Available,,,,Väikesed maiustused,0.75,,0.75,0.75,0.75,,0,Väikesed maiustused,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.77904E+12,4.77904E+12,ALEO Aloe Vera Lifestylewith Collagen 0.5l,Available,,,,Karastusjoogid,1.33,,1.33,1.33,1.16,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.77904E+12,4.77904E+12,ALEO Aloe Vera Mango 0.5l,Available,,,,Karastusjoogid,1.33,,1.33,1.33,1.16,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.77904E+12,4.77904E+12,ALEO Aloe Vera Premium 0.5l,Available,,,,Karastusjoogid,1.33,,1.33,1.33,1.16,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.77904E+12,4.77904E+12,"ALEO Aloe Vera Premium 1,5l",Available,,,,Karastusjoogid,2.49,,2.49,2.49,2.17,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.77904E+12,4.77904E+12,ALEO Aloe Vera Strawberry 1.5 l,Available,,,,Karastusjoogid,3,,3,3,2.61,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.77904E+12,4.77904E+12,ALEO Aloe Vera Troopiliste Viljadega 1.5l,Available,,,,Karastusjoogid,2.49,,2.49,2.49,2.17,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Banaani-Maasika Joogijogurt 1kg,Available,,,,Piimatooted,1.33,,1.33,1.33,1.16,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA DIP! Dipikaste Kreeka Stiilis Tzatziki 200g,Available,,,,Kastmed & õlid,1.42,,1.42,1.42,1.23,,15,Kastmed & õlid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74055E+12,4.74055E+12,ALMA Eesti Või 200g,Available,,,,Piimatooted,2.17,,2.17,2.17,1.89,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Hapukoor 500g (20%),Available,,,,Piimatooted,1.25,,1.25,1.25,1.09,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Kodujuust 200g,Available,,,,Piimatooted,1.13,,1.13,1.13,0.98,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Kodujuust Crème Brûlée 200g,Available,,,,Piimatooted,1.38,,1.38,1.38,1.2,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Kodujuust Murakamoosiga 200g,Available,,,,Piimatooted,1.75,,1.75,1.75,1.52,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Kohupiimakreem Kakao 380g,Available,,,,Piimatooted,1.58,,1.58,1.58,1.37,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Kohupiimakreem Rosina-Vanilli 380g,Available,,,,Piimatooted,1.58,,1.58,1.58,1.37,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Kohvikoor 10% 200ml,Available,,,,Piimatooted,0.5,,0.5,0.5,0.43,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Kreeka jogurt Maitsestamata 370g,Available,,,,Piimatooted,1.42,,1.42,1.42,1.23,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Maasika-Mustika-Vaarika Jogurtismuuti 275g,Available,,,,Piimatooted,1.04,,1.04,1.04,0.9,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Maitsestamata Kohupiimakreem Torus 300g (3%),Available,,,,Piimatooted,1.25,,1.25,1.25,1.09,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Mango Joogijogurt 900g,Available,,,,Piimatooted,1.5,,1.5,1.5,1.3,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Metsmaasika Kohupiimakreem 150g,Available,,,,Piimatooted,0.83,,0.83,0.83,0.72,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Metsmaasika Kohupiimakreem Torus 300g,Available,,,,Piimatooted,1.25,,1.25,1.25,1.09,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,"ALMA Piim 1.5l (2,5%)",Available,,,,Piimatooted,1.13,,1.13,1.13,0.98,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Piim 1l (2.5%),Available,,,,Piimatooted,0.74,,0.74,0.74,0.64,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Täispiim 1l (3.8-4.2%),Available,,,,Piimatooted,1,,1,1,0.87,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Vahukoor 35% 200ml,Available,,,,Piimatooted,1.17,,1.17,1.17,1.02,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74013E+12,4.74013E+12,ALMA Vanilli Kohupiimakreem Torus 300g,Available,,,,Piimatooted,1.25,,1.25,1.25,1.09,,15,Piimatooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
7.31293E+12,7.31293E+12,ALMONDY Daim Mandlikook Šokolaadiga 400g,Available,,,,Sügavkülmutatud tooted,6.38,,6.38,6.38,5.55,,15,Sügavkülmutatud tooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.0154E+12,4.0154E+12,ALWAYS Hügieenisidemed Classic Normal 10tk,Available,,,,Hügieenikaubad,1.25,,1.25,1.25,1.09,,15,Hügieenikaubad,-1,,General,,,[],,,,,,,[],no,,no,no,no
5.90477E+12,5.90477E+12,AMIGO Toidukile 29cm x 20m,Available,,,,Majapidamiskaubad,1.25,,1.25,1.25,1.09,,15,Majapidamiskaubad,-1,,General,,,[],,,,,,,[],no,,no,no,no
E4,E4,APELSIN (tk),Available,,,,Puuvili & köögivili,0.33,,0.33,0.33,0.29,,15,Puuvili & köögivili,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.00418E+12,8.00418E+12,APERITIVO SPRITZ 70cl,Archived,,,,XX Liköör,8.25,,8.25,8.25,7.17,,15,XX Liköör,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.01049E+12,4.01049E+12,APOLLO JUNIOR Pasteet Koertele Kanalihaga 150g,Available,,,,Lemmikloomadele,0.75,,0.75,0.75,0.65,,15,Lemmikloomadele,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.01049E+12,4.01049E+12,APOLLO Närimispulgad Loomalihaga Koertele 55g,Available,,,,Lemmikloomadele,1.33,,1.33,1.33,1.16,,15,Lemmikloomadele,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.01049E+12,4.01049E+12,"APOLLO Raguu Kalkuni, Loomaliha & Köögiviljadega 300g",Available,,,,Lemmikloomadele,1.25,,1.25,1.25,1.09,,15,Lemmikloomadele,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,ARCTIC SPORT Greip 0.75l,Available,,,,Spordijoogid,1.42,,1.42,1.42,1.23,,15,Spordijoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,ARCTIC SPORT Proteiinijook Banaani-Šokolaadi 330ml,Available,,,,Spordijoogid,1.42,,1.42,1.42,1.23,,15,Spordijoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,ARCTIC SPORT Proteiinijook Maasika 330ml,Available,,,,Spordijoogid,1.42,,1.42,1.42,1.23,,15,Spordijoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,ARCTIC SPORT Proteiinijook Toffee 330ml,Available,,,,Spordijoogid,1.42,,1.42,1.42,1.23,,15,Spordijoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,ARCTIC SPORT Proteiinijook Šokolaadi 330ml,Available,,,,Spordijoogid,1.42,,1.42,1.42,1.23,,15,Spordijoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,ARCTIC SPORT Proteiinivesi 0.75l,Available,,,,Spordijoogid,1.66,,1.66,1.66,1.44,,15,Spordijoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.00677E+12,8.00677E+12,ARGIOLAS Dolce Isola Misto 200g,Available,,,,Juust,6.92,,6.92,6.92,6.02,,15,Juust,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.00677E+12,8.00677E+12,ARGIOLAS Fiore Sardo DOP 200g,Available,,,,Juust,9.17,,9.17,9.17,7.97,,15,Juust,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.00677E+12,8.00677E+12,ARGIOLAS Pecorino Il Colle CLA 200g,Available,,,,Juust,7.92,,7.92,7.92,6.89,,15,Juust,-1,,General,,,[],,,,,,,[],no,,no,no,no
8.00677E+12,8.00677E+12,ARGIOLAS Sardinian Brebiblù 200g,Available,,,,Juust,8.25,,8.25,8.25,7.17,,15,Juust,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.77125E+12,4.77125E+12,ARIMEX Kuivatatud Õunad 200g,Available,,,,Kuivained,3.25,,3.25,3.25,2.83,,15,Kuivained,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74022E+12,4.74022E+12,ARIOLS Economy 750g,Available,,,,Sügavkülmutatud tooted,2.42,,2.42,2.42,2.1,,15,Sügavkülmutatud tooted,-1,,General,,,[],,,,,,,[],no,,no,no,no
6.13009E+11,6.13009E+11,ARIZONA Granaatõuna Jäätee 0.5l,Available,,,,Karastusjoogid,1.63,,1.63,1.63,1.63,,,Karastusjoogid,-1,,General,,,,,,,,,,[],no,,no,no,no
6.13009E+11,6.13009E+11,ARIZONA Granaatõuna Jäätee 0.5l,Available,,,,Karastusjoogid,1.63,,1.63,1.63,1.63,,0,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
6.13009E+11,6.13009E+11,ARIZONA Mustika Valge Tee 0.5l,Available,,,,Karastusjoogid,1.63,,1.63,1.63,1.63,,,Karastusjoogid,-1,,General,,,,,,,,,,[],no,,no,no,no
6.13009E+11,6.13009E+11,ARIZONA Mustika Valge Tee 0.5l,Available,,,,Karastusjoogid,1.63,,1.63,1.63,1.63,,0,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
6.13009E+11,6.13009E+11,ARIZONA Rohelise Tee Jäätee 0.5l,Available,,,,Karastusjoogid,1.63,,1.63,1.63,1.63,,,Karastusjoogid,-1,,General,,,,,,,,,,[],no,,no,no,no
6.13009E+11,6.13009E+11,ARIZONA Rohelise Tee Jäätee 0.5l,Available,,,,Karastusjoogid,1.63,,1.63,1.63,1.63,,0,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
3.48664E+12,3.48664E+12,ARNAUD DE VILLENEUVE Chardonnay 75cl,Archived,,,,X Vein,11.54,,11.54,11.54,10.03,,15,X Vein,-1,,General,,,[],,,,,,,[],no,,no,no,no
3.76024E+12,3.76024E+12,ARNAUD DE VILLENEUVE Chardonnay Reserve 75cl,Archived,,,,X Vein,12.92,,12.92,12.92,11.23,,15,X Vein,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.77163E+12,4.77163E+12,AROMA GOLD Kohvikapslid Espresso 8x,Available,,,,Kohv & tee,6,,6,6,5.22,,15,Kohv & tee,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.86005E+12,4.86005E+12,ASKANELI Chacha Gold 0.5l,Archived,,,,XX Muu kange,14.99,,14.99,14.99,13.03,,15,XX Muu kange,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.86005E+12,4.86005E+12,ASKANELI Pirosmani Red Semi Dry 75cl,Available,,,,Vein,7.49,,7.49,7.49,6.51,0,15,Vein,-1,,General,,,[],,,,,,,[],no,,no,no,no
5.06006E+12,5.06006E+12,ASTONISH Üldpuhastusvahend 750ml,Available,,,,Majapidamiskaubad,3.17,,3.17,3.17,2.76,,15,Majapidamiskaubad,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.01049E+12,4.01049E+12,ATHENA JUNIOR Kassitoit Linnulihaga 100g,Available,,,,Lemmikloomadele,0.54,,0.54,0.54,0.47,,15,Lemmikloomadele,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.01049E+12,4.01049E+12,ATHENA Kassipiim 0.2l,Available,,,,Lemmikloomadele,0.79,,0.79,0.79,0.69,,15,Lemmikloomadele,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.01049E+12,4.01049E+12,ATHENA Kassitoit Kalkuniliha & Kartuliga 100g,Available,,,,Lemmikloomadele,0.54,,0.54,0.54,0.47,,15,Lemmikloomadele,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.01049E+12,4.01049E+12,ATHENA Kassitoit Raguu Kana & Kalkuniga 100g,Available,,,,Lemmikloomadele,0.54,,0.54,0.54,0.47,,15,Lemmikloomadele,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.01049E+12,4.01049E+12,ATHENA Närimispulgad Kanaliha & Maksaga 50g,Available,,,,Lemmikloomadele,1.33,,1.33,1.33,1.16,,15,Lemmikloomadele,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.01049E+12,4.01049E+12,ATHENA SENIOR Kassitoit Linnulihaga 100g,Available,,,,Lemmikloomadele,0.54,,0.54,0.54,0.47,,15,Lemmikloomadele,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.62709E+12,4.62709E+12,ATTOMEX Harilik pliiats 3tk (B+HB+H),Available,,,,Kool & Kontor,0.96,,0.96,0.96,0.83,,15,Kool & Kontor,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.62708E+12,4.62708E+12,ATTOMEX Liim PVA 240ml,Available,,,,Kool & Kontor,2.75,,2.75,2.75,2.39,,15,Kool & Kontor,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.62708E+12,4.62708E+12,ATTOMEX Nuga 18mm,Available,,,,Kool & Kontor,2.49,,2.49,2.49,2.17,,15,Kool & Kontor,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA Ananassinektar 1l,Available,,,,Mahl,1.25,,1.25,1.25,1.09,,15,Mahl,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.74005E+12,4.74005E+12,AURA Apelsinimahl 1l,Available,,,,Mahl,1.25,,1.25,1.25,1.09,,15,Mahl,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA FRESH Multifruit Mahl 2l,Available,,,,Mahl,1.75,,1.75,1.75,1.52,,15,Mahl,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA FRESH+ Apelsini Mahl 2l,Available,,,,Mahl,1.66,,1.66,1.66,1.44,,15,Mahl,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA FRESH+ Metsamarja Mahl 2l,Available,,,,Mahl,1.66,,1.66,1.66,1.44,,15,Mahl,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA FRESH+ Viinamarja Mahl 2l,Available,,,,Mahl,1.66,,1.66,1.66,1.44,,15,Mahl,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA FRUIT Kase-Õunamahl 0.5l,Available,,,,Karastusjoogid,0.75,,0.75,0.75,0.65,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA FRUIT Kase-Õunamahl 1.5l,Available,,,,Karastusjoogid,1.25,,1.25,1.25,1.09,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA FRUIT Maasik-Basiliik 0.5l,Available,,,,Karastusjoogid,0.75,,0.75,0.75,0.65,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA FRUIT Maasika-Basiliik 1.5l,Available,,,,Karastusjoogid,1.25,,1.25,1.25,1.09,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA FRUIT Mustikas 0.5l,Available,,,,Karastusjoogid,0.75,,0.75,0.75,0.65,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
4.7401E+12,4.7401E+12,AURA FRUIT Mustikas 1.5l,Available,,,,Karastusjoogid,1.25,,1.25,1.25,1.09,,15,Karastusjoogid,-1,,General,,,[],,,,,,,[],no,,no,no,no
